Move,Link,Pokemon
Aeroblast,/attackdex-sm/aeroblast.shtml,['Lugia']
After You,/attackdex-sm/afteryou.shtml,"['Clefairy', 'Togepi', 'Togetic', 'Buneary', 'Lopunny', 'Togekiss', 'Patrat', 'Watchog', 'Audino', 'Petilil', 'Maractus', 'Minccino', 'Oranguru', 'Oddish', 'Gloom', 'Vileplume', 'Snorlax', 'Mareep', 'Flaaffy', 'Ampharos', 'Bellossom', 'Wooper', 'Quagsire', 'Slakoth', 'Vigoroth', 'Slaking', 'Munchlax', 'Lillipup', 'Herdier', 'Stoutland', 'Tympole', 'Palpitoad', 'Seismitoad', 'Swirlix', 'Slurpuff', 'Comfey', 'Clefable', 'Paras', 'Parasect', 'Slowpoke', 'Slowbro', 'Mew', 'Cleffa', 'Sudowoodo', 'Sunkern', 'Sunflora', 'Slowking', 'Shuckle', 'Slugma', 'Magcargo', 'Miltank', 'Numel', 'Camerupt', 'Torkoal', 'Kecleon', 'Bonsly', 'Munna', 'Musharna', 'Woobat', 'Swoobat', 'Lilligant', 'Yamask', 'Cofagrigus', 'Cinccino', 'Solosis', 'Duosion', 'Reuniclus', 'Foongus', 'Amoonguss', 'Elgyem', 'Beheeyem', 'Flabébé', 'Floette', 'Florges', 'Honedge', 'Doublade', 'Aegislash', 'Spritzee', 'Aromatisse', 'Carbink', 'Bergmite', 'Avalugg', 'Diancie', 'Cutiefly', 'Ribombee', 'Mareanie', 'Toxapex', 'Morelull', 'Shiinotic', 'Sandygast', 'Palossand', 'Togedemaru', 'Mimikyu', 'Bruxish', 'Magearna', 'Blacephalon']"
Agility,/attackdex-sm/agility.shtml,"['Beedrill', 'Pidgey', 'Pidgeotto', 'Pidgeot', 'Spearow', 'Fearow', 'Pikachu', 'Venomoth', 'Diglett', 'Dugtrio', 'Growlithe', 'Ponyta', 'Rapidash', ""Farfetch'd"", 'Doduo', 'Dodrio', 'Kingler', 'Hitmonchan', 'Horsea', 'Seadra', 'Goldeen', 'Seaking', 'Scyther', 'Jolteon', 'Porygon', 'Aerodactyl', 'Articuno', 'Zapdos', 'Moltres', 'Dratini', 'Dragonair', 'Dragonite', 'Mewtwo', 'Feraligatr', 'Furret', 'Ledyba', 'Ledian', 'Spinarak', 'Ariados', 'Aipom', 'Girafarig', 'Scizor', 'Sneasel', 'Mantine', 'Skarmory', 'Kingdra', 'Porygon2', 'Hitmontop', 'Treecko', 'Grovyle', 'Sceptile', 'Taillow', 'Swellow', 'Wingull', 'Surskit', 'Ninjask', 'Plusle', 'Minun', 'Carvanha', 'Sharpedo', 'Gorebyss', 'Luvdisc', 'Metang', 'Metagross', 'Deoxys', 'Starly', 'Staravia', 'Staraptor', 'Buizel', 'Floatzel', 'Ambipom', 'Buneary', 'Lopunny', 'Mantyke', 'Porygon-Z', 'Blitzle', 'Zebstrika', 'Venipede', 'Whirlipede', 'Scolipede', 'Archen', 'Archeops', 'Zorua', 'Zoroark', 'Emolga', 'Joltik', 'Galvantula', 'Accelgor', 'Durant', 'Tornadus', 'Thundurus', 'Bunnelby', 'Diggersby', 'Fletchling', 'Fletchinder', 'Talonflame', 'Noibat', 'Noivern', 'Vikavolt', 'Oricorio', 'Tapu Koko', 'Pheromosa', 'Vulpix', 'Ninetales', 'Paras', 'Parasect', 'Venonat', 'Krabby', 'Hoothoot', 'Noctowl', 'Chinchou', 'Lanturn', 'Mareep', 'Flaaffy', 'Ampharos', 'Dunsparce', 'Gligar', 'Torchic', 'Combusken', 'Blaziken', 'Pelipper', 'Swablu', 'Altaria', 'Piplup', 'Prinplup', 'Empoleon', 'Chatot', 'Riolu', 'Lucario', 'Skorupi', 'Drapion', 'Finneon', 'Lumineon', 'Gliscor', 'Sewaddle', 'Swadloon', 'Leavanny', 'Basculin', 'Deerling', 'Sawsbuck', 'Helioptile', 'Heliolisk', 'Hawlucha']"
Air Cutter,/attackdex-sm/aircutter.shtml,"['Zubat', 'Golbat', ""Farfetch'd"", 'Crobat', 'Skarmory', 'Beautifly', 'Wingull', 'Masquerain', 'Pidove', 'Tranquill', 'Unfezant', 'Woobat', 'Swoobat', 'Sigilyph', 'Tornadus', 'Noibat', 'Noivern', 'Oricorio', 'Kartana', 'Naganadel', 'Charmander', 'Charmeleon', 'Charizard', 'Pidgey', 'Pidgeotto', 'Pidgeot', 'Chatot', 'Ducklett', 'Swanna']"
Air Slash,/attackdex-sm/airslash.shtml,"['Charizard', 'Butterfree', 'Pidgey', 'Pidgeotto', 'Pidgeot', 'Zubat', 'Golbat', ""Farfetch'd"", 'Scyther', 'Moltres', 'Hoothoot', 'Noctowl', 'Ledyba', 'Ledian', 'Crobat', 'Xatu', 'Yanma', 'Dunsparce', 'Mantine', 'Skarmory', 'Taillow', 'Swellow', 'Wingull', 'Masquerain', 'Tropius', 'Rayquaza', 'Mothim', 'Vespiquen', 'Mantyke', 'Togekiss', 'Yanmega', 'Shaymin', 'Pidove', 'Tranquill', 'Unfezant', 'Woobat', 'Swoobat', 'Sigilyph', 'Ducklett', 'Swanna', 'Rufflet', 'Braviary', 'Vullaby', 'Mandibuzz', 'Tornadus', 'Noibat', 'Noivern', 'Yveltal', 'Vikavolt', 'Oricorio', 'Type: Null', 'Silvally', 'Lunala', 'Celesteela', 'Kartana', 'Naganadel', 'Rotom', 'Oshawott', 'Dewott', 'Samurott', 'Sewaddle', 'Swadloon', 'Leavanny', 'Emolga']"
All-Out Pummeling,/attackdex-sm/all-outpummeling.shtml,"['Charmander', 'Charmeleon', 'Charizard', 'Squirtle', 'Wartortle', 'Blastoise', 'Beedrill', 'Rattata', 'Raticate', 'Pikachu', 'Raichu', 'Sandshrew', 'Sandslash', 'Nidoran♀', 'Nidorina', 'Nidoqueen', 'Nidoran♂', 'Nidorino', 'Nidoking', 'Clefairy', 'Clefable', 'Jigglypuff', 'Wigglytuff', 'Gloom', 'Vileplume', 'Paras', 'Parasect', 'Diglett', 'Dugtrio', 'Psyduck', 'Golduck', 'Mankey', 'Primeape', 'Growlithe', 'Arcanine', 'Poliwag', 'Poliwhirl', 'Poliwrath', 'Abra', 'Kadabra', 'Alakazam', 'Machop', 'Machoke', 'Machamp', 'Geodude', 'Graveler', 'Golem', 'Ponyta', 'Rapidash', 'Slowbro', ""Farfetch'd"", 'Doduo', 'Dodrio', 'Grimer', 'Muk', 'Gengar', 'Drowzee', 'Hypno', 'Krabby', 'Kingler', 'Exeggutor', 'Cubone', 'Marowak', 'Hitmonlee', 'Hitmonchan', 'Lickitung', 'Rhyhorn', 'Rhydon', 'Chansey', 'Tangela', 'Kangaskhan', 'Mr. Mime', 'Scyther', 'Jynx', 'Electabuzz', 'Magmar', 'Pinsir', 'Jolteon', 'Flareon', 'Kabutops', 'Snorlax', 'Dragonite', 'Mewtwo', 'Mew', 'Chikorita', 'Bayleef', 'Meganium', 'Cyndaquil', 'Quilava', 'Typhlosion', 'Totodile', 'Croconaw', 'Feraligatr', 'Sentret', 'Furret', 'Ledyba', 'Ledian', 'Pichu', 'Togetic', 'Flaaffy', 'Ampharos', 'Bellossom', 'Marill', 'Azumarill', 'Sudowoodo', 'Politoed', 'Aipom', 'Yanma', 'Wooper', 'Quagsire', 'Slowking', 'Wobbuffet', 'Girafarig', 'Pineco', 'Forretress', 'Gligar', 'Snubbull', 'Granbull', 'Qwilfish', 'Scizor', 'Shuckle', 'Heracross', 'Sneasel', 'Teddiursa', 'Ursaring', 'Swinub', 'Piloswine', 'Delibird', 'Houndour', 'Houndoom', 'Phanpy', 'Donphan', 'Stantler', 'Tyrogue', 'Hitmontop', 'Smoochum', 'Elekid', 'Magby', 'Miltank', 'Blissey', 'Larvitar', 'Pupitar', 'Tyranitar', 'Treecko', 'Grovyle', 'Sceptile', 'Torchic', 'Combusken', 'Blaziken', 'Mudkip', 'Marshtomp', 'Swampert', 'Lotad', 'Lombre', 'Ludicolo', 'Nuzleaf', 'Shiftry', 'Taillow', 'Swellow', 'Gardevoir', 'Shroomish', 'Breloom', 'Slakoth', 'Vigoroth', 'Slaking', 'Nincada', 'Ninjask', 'Shedinja', 'Whismur', 'Loudred', 'Exploud', 'Makuhita', 'Hariyama', 'Skitty', 'Sableye', 'Mawile', 'Aron', 'Lairon', 'Aggron', 'Meditite', 'Medicham', 'Volbeat', 'Illumise', 'Torkoal', 'Grumpig', 'Spinda', 'Trapinch', 'Vibrava', 'Flygon', 'Cacnea', 'Cacturne', 'Zangoose', 'Seviper', 'Corphish', 'Crawdaunt', 'Anorith', 'Armaldo', 'Kecleon', 'Dusclops', 'Absol', 'Wynaut', 'Bagon', 'Shelgon', 'Salamence', 'Metang', 'Metagross', 'Regirock', 'Regice', 'Registeel', 'Kyogre', 'Groudon', 'Rayquaza', 'Jirachi', 'Deoxys', 'Turtwig', 'Grotle', 'Torterra', 'Chimchar', 'Monferno', 'Infernape', 'Piplup', 'Prinplup', 'Empoleon', 'Starly', 'Staravia', 'Staraptor', 'Bidoof', 'Bibarel', 'Kricketune', 'Shinx', 'Luxio', 'Luxray', 'Cranidos', 'Rampardos', 'Shieldon', 'Bastiodon', 'Buizel', 'Floatzel', 'Shellos', 'Gastrodon', 'Ambipom', 'Buneary', 'Lopunny', 'Honchkrow', 'Glameow', 'Purugly', 'Bonsly', 'Mime Jr.', 'Happiny', 'Garchomp', 'Munchlax', 'Riolu', 'Lucario', 'Hippopotas', 'Hippowdon', 'Skorupi', 'Drapion', 'Croagunk', 'Toxicroak', 'Abomasnow', 'Weavile', 'Lickilicky', 'Rhyperior', 'Tangrowth', 'Electivire', 'Magmortar', 'Togekiss', 'Yanmega', 'Gliscor', 'Mamoswine', 'Gallade', 'Dusknoir', 'Froslass', 'Dialga', 'Palkia', 'Regigigas', 'Giratina', 'Darkrai', 'Arceus', 'Victini', 'Tepig', 'Pignite', 'Emboar', 'Oshawott', 'Dewott', 'Samurott', 'Patrat', 'Watchog', 'Lillipup', 'Herdier', 'Stoutland', 'Pansage', 'Simisage', 'Pansear', 'Simisear', 'Panpour', 'Simipour', 'Blitzle', 'Zebstrika', 'Gigalith', 'Drilbur', 'Excadrill', 'Audino', 'Timburr', 'Gurdurr', 'Conkeldurr', 'Palpitoad', 'Seismitoad', 'Throh', 'Sawk', 'Scolipede', 'Basculin', 'Sandile', 'Krokorok', 'Krookodile', 'Darumaka', 'Darmanitan', 'Maractus', 'Dwebble', 'Crustle', 'Scraggy', 'Scrafty', 'Carracosta', 'Archeops', 'Trubbish', 'Garbodor', 'Zorua', 'Zoroark', 'Minccino', 'Cinccino', 'Gothitelle', 'Reuniclus', 'Deerling', 'Sawsbuck', 'Karrablast', 'Escavalier', 'Alomomola', 'Eelektross', 'Axew', 'Fraxure', 'Haxorus', 'Cubchoo', 'Beartic', 'Shelmet', 'Accelgor', 'Stunfisk', 'Mienfoo', 'Mienshao', 'Druddigon', 'Golett', 'Golurk', 'Pawniard', 'Bisharp', 'Bouffalant', 'Rufflet', 'Braviary', 'Heatmor', 'Durant', 'Deino', 'Zweilous', 'Hydreigon', 'Cobalion', 'Terrakion', 'Virizion', 'Tornadus', 'Thundurus', 'Reshiram', 'Zekrom', 'Landorus', 'Kyurem', 'Keldeo', 'Meloetta', 'Chespin', 'Quilladin', 'Chesnaught', 'Braixen', 'Delphox', 'Froakie', 'Frogadier', 'Greninja', 'Bunnelby', 'Diggersby', 'Skiddo', 'Gogoat', 'Pancham', 'Pangoro', 'Honedge', 'Doublade', 'Aegislash', 'Aromatisse', 'Slurpuff', 'Inkay', 'Malamar', 'Binacle', 'Barbaracle', 'Dragalge', 'Clawitzer', 'Helioptile', 'Heliolisk', 'Tyrunt', 'Tyrantrum', 'Hawlucha', 'Goomy', 'Sliggoo', 'Goodra', 'Phantump', 'Trevenant', 'Gourgeist', 'Avalugg', 'Noibat', 'Noivern', 'Xerneas', 'Yveltal', 'Zygarde', 'Hoopa', 'Volcanion', 'Decidueye', 'Litten', 'Torracat', 'Incineroar', 'Pikipek', 'Trumbeak', 'Toucannon', 'Yungoos', 'Gumshoos', 'Crabrawler', 'Crabominable', 'Lycanroc', 'Mudbray', 'Mudsdale', 'Lurantis', 'Stufful', 'Bewear', 'Steenee', 'Tsareena', 'Oranguru', 'Passimian', 'Golisopod', 'Pyukumuku', 'Komala', 'Turtonator', 'Togedemaru', 'Mimikyu', 'Drampa', 'Dhelmise', 'Jangmo-o', 'Hakamo-o', 'Kommo-o', 'Tapu Lele', 'Tapu Bulu', 'Solgaleo', 'Lunala', 'Buzzwole', 'Pheromosa', 'Celesteela', 'Kartana', 'Guzzlord', 'Necrozma', 'Magearna', 'Marshadow', 'Stakataka', 'Zeraora']"
Ally Switch,/attackdex-sm/allyswitch.shtml,"['Kadabra', 'Alakazam', 'Hoopa', 'Abra', 'Ponyta', 'Rapidash', 'Krabby', 'Kingler', 'Natu', 'Xatu', 'Ralts', 'Kirlia', 'Gardevoir', 'Gallade', 'Yamask', 'Cofagrigus', 'Archen', 'Archeops', 'Elgyem', 'Beheeyem', 'Mienfoo', 'Mienshao', 'Hawlucha', 'Raichu', 'Jigglypuff', 'Wigglytuff', 'Graveler', 'Golem', 'Gastly', 'Haunter', 'Gengar', 'Drowzee', 'Hypno', 'Marowak', 'Chansey', 'Starmie', 'Mr. Mime', 'Jynx', 'Porygon', 'Mew', 'Espeon', 'Slowking', 'Misdreavus', 'Girafarig', 'Forretress', 'Porygon2', 'Blissey', 'Celebi', 'Shedinja', 'Sableye', 'Spoink', 'Grumpig', 'Lunatone', 'Solrock', 'Baltoy', 'Claydol', 'Shuppet', 'Banette', 'Duskull', 'Dusclops', 'Chimecho', 'Metang', 'Metagross', 'Latias', 'Latios', 'Deoxys', 'Wormadam', 'Drifloon', 'Drifblim', 'Mismagius', 'Chingling', 'Bronzor', 'Bronzong', 'Mime Jr.', 'Spiritomb', 'Magnezone', 'Porygon-Z', 'Probopass', 'Dusknoir', 'Froslass', 'Rotom', 'Uxie', 'Mesprit', 'Azelf', 'Cresselia', 'Munna', 'Musharna', 'Zebstrika', 'Woobat', 'Swoobat', 'Audino', 'Gothita', 'Gothorita', 'Gothitelle', 'Solosis', 'Duosion', 'Reuniclus', 'Vanillite', 'Vanillish', 'Vanilluxe', 'Klang', 'Klinklang', 'Litwick', 'Lampent', 'Chandelure', 'Golett', 'Golurk', 'Meloetta', 'Genesect', 'Braixen', 'Delphox', 'Flabébé', 'Floette', 'Florges', 'Espurr', 'Meowstic', 'Spritzee', 'Aromatisse', 'Inkay', 'Malamar', 'Helioptile', 'Heliolisk', 'Dedenne', 'Carbink', 'Phantump', 'Trevenant', 'Pumpkaboo', 'Gourgeist', 'Cutiefly', 'Ribombee', 'Comfey', 'Oranguru', 'Bruxish', 'Dhelmise', 'Tapu Lele', 'Nihilego', 'Necrozma', 'Naganadel', 'Stakataka']"
Amnesia,/attackdex-sm/amnesia.shtml,"['Venusaur', 'Clefairy', 'Persian', 'Psyduck', 'Golduck', 'Slowpoke', 'Slowbro', 'Kingler', 'Tangela', 'Snorlax', 'Mewtwo', 'Mew', 'Sentret', 'Furret', 'Wooper', 'Quagsire', 'Slugma', 'Magcargo', 'Swinub', 'Piloswine', 'Slakoth', 'Slaking', 'Gulpin', 'Swalot', 'Wailmer', 'Wailord', 'Numel', 'Camerupt', 'Torkoal', 'Barboach', 'Whiscash', 'Lileep', 'Cradily', 'Gorebyss', 'Regice', 'Registeel', 'Deoxys', 'Bidoof', 'Bibarel', 'Drifloon', 'Drifblim', 'Munchlax', 'Uxie', 'Pansear', 'Woobat', 'Swoobat', 'Trubbish', 'Garbodor', 'Heatmor', 'Larvesta', 'Volcarona', 'Bulbasaur', 'Ivysaur', 'Sandshrew', 'Sandslash', 'Nidoran♂', 'Nidorino', 'Nidoking', 'Clefable', 'Meowth', 'Krabby', 'Lickitung', 'Chinchou', 'Lanturn', 'Cleffa', 'Marill', 'Azumarill', 'Hoppip', 'Skiploom', 'Jumpluff', 'Girafarig', 'Corsola', 'Mantine', 'Seedot', 'Nuzleaf', 'Shiftry', 'Spoink', 'Grumpig', 'Castform', 'Relicanth', 'Turtwig', 'Grotle', 'Torterra', 'Shellos', 'Gastrodon', 'Mantyke', 'Lickilicky', 'Tangrowth', 'Audino', 'Scraggy', 'Scrafty', 'Bouffalant', 'Popplio', 'Brionne', 'Primarina', 'Crabrawler', 'Crabominable', 'Morelull', 'Shiinotic', 'Comfey', 'Sandygast', 'Palossand']"
Anchor Shot,/attackdex-sm/anchorshot.shtml,['Dhelmise']
Ancient Power,/attackdex-sm/ancientpower.shtml,"['Tangela', 'Omanyte', 'Omastar', 'Kabuto', 'Kabutops', 'Aerodactyl', 'Articuno', 'Zapdos', 'Moltres', 'Mew', 'Togepi', 'Togetic', 'Yanma', 'Dunsparce', 'Slugma', 'Magcargo', 'Piloswine', 'Corsola', 'Lugia', 'Ho-Oh', 'Celebi', 'Baltoy', 'Claydol', 'Lileep', 'Cradily', 'Anorith', 'Armaldo', 'Kecleon', 'Relicanth', 'Regirock', 'Regice', 'Registeel', 'Kyogre', 'Groudon', 'Rayquaza', 'Cranidos', 'Rampardos', 'Shieldon', 'Bastiodon', 'Tangrowth', 'Yanmega', 'Mamoswine', 'Dialga', 'Palkia', 'Heatran', 'Giratina', 'Tirtouga', 'Carracosta', 'Archen', 'Archeops', 'Cryogonal', 'Reshiram', 'Zekrom', 'Kyurem', 'Binacle', 'Barbaracle', 'Tyrunt', 'Tyrantrum', 'Amaura', 'Aurorus', 'Carbink', 'Diancie', 'Minior', 'Charmander', 'Charmeleon', 'Charizard', 'Diglett', 'Dugtrio', 'Krabby', 'Kingler', 'Exeggcute', 'Exeggutor', 'Cubone', 'Marowak', 'Lapras', 'Chikorita', 'Bayleef', 'Meganium', 'Totodile', 'Croconaw', 'Feraligatr', 'Wooper', 'Quagsire', 'Swinub', 'Phanpy', 'Donphan', 'Larvitar', 'Pupitar', 'Tyranitar', 'Mudkip', 'Marshtomp', 'Swampert', 'Mawile', 'Carvanha', 'Sharpedo', 'Numel', 'Camerupt', 'Corphish', 'Crawdaunt', 'Sigilyph', 'Sandygast', 'Palossand']"
Aqua Jet,/attackdex-sm/aquajet.shtml,"['Blastoise', 'Golduck', 'Seel', 'Dewgong', 'Kabuto', 'Kabutops', 'Dragonite', 'Surskit', 'Carvanha', 'Sharpedo', 'Empoleon', 'Bibarel', 'Buizel', 'Floatzel', 'Oshawott', 'Dewott', 'Samurott', 'Basculin', 'Tirtouga', 'Carracosta', 'Alomomola', 'Beartic', 'Keldeo', 'Clauncher', 'Clawitzer', 'Popplio', 'Brionne', 'Primarina', 'Bruxish', 'Squirtle', 'Wartortle', 'Dratini', 'Dragonair', 'Totodile', 'Croconaw', 'Feraligatr', 'Marill', 'Azumarill', 'Qwilfish', 'Masquerain', 'Corphish', 'Crawdaunt', 'Anorith', 'Armaldo', 'Luvdisc', 'Ducklett', 'Swanna', 'Wimpod', 'Golisopod']"
Aqua Ring,/attackdex-sm/aquaring.shtml,"['Seel', 'Dewgong', 'Goldeen', 'Seaking', 'Vaporeon', 'Chinchou', 'Lanturn', 'Marill', 'Azumarill', 'Corsola', 'Mantine', 'Milotic', 'Gorebyss', 'Luvdisc', 'Kyogre', 'Finneon', 'Lumineon', 'Mantyke', 'Palkia', 'Phione', 'Manaphy', 'Tympole', 'Palpitoad', 'Seismitoad', 'Ducklett', 'Swanna', 'Alomomola', 'Wishiwashi', 'Dewpider', 'Araquanid', 'Tapu Fini', 'Squirtle', 'Wartortle', 'Blastoise', 'Tentacool', 'Tentacruel', 'Shellder', 'Cloyster', 'Wingull', 'Pelipper', 'Wailmer', 'Wailord', 'Spheal', 'Sealeo', 'Walrein', 'Clamperl', 'Huntail', 'Piplup', 'Prinplup', 'Empoleon', 'Buizel', 'Floatzel', 'Panpour', 'Simipour', 'Popplio', 'Brionne', 'Primarina']"
Aqua Tail,/attackdex-sm/aquatail.shtml,"['Squirtle', 'Wartortle', 'Blastoise', 'Psyduck', 'Golduck', 'Seel', 'Dewgong', 'Gyarados', 'Dratini', 'Dragonair', 'Dragonite', 'Totodile', 'Croconaw', 'Feraligatr', 'Marill', 'Azumarill', 'Qwilfish', 'Barboach', 'Whiscash', 'Milotic', 'Huntail', 'Gorebyss', 'Kyogre', 'Buizel', 'Floatzel', 'Palkia', 'Oshawott', 'Dewott', 'Samurott', 'Basculin', 'Tirtouga', 'Carracosta', 'Keldeo', 'Skrelp', 'Dragalge', 'Goodra', 'Wishiwashi', 'Bruxish', 'Goldeen', 'Seaking', 'Relicanth', 'Bidoof', 'Bibarel', 'Finneon', 'Lumineon', 'Panpour', 'Simipour', 'Minccino', 'Cinccino', 'Ekans', 'Arbok', 'Sandshrew', 'Sandslash', 'Nidoqueen', 'Nidoking', 'Vulpix', 'Ninetales', 'Slowpoke', 'Slowbro', 'Lickitung', 'Rhyhorn', 'Rhydon', 'Kangaskhan', 'Lapras', 'Vaporeon', 'Kabutops', 'Aerodactyl', 'Mewtwo', 'Mew', 'Sentret', 'Furret', 'Lanturn', 'Wooper', 'Quagsire', 'Slowking', 'Dunsparce', 'Gligar', 'Steelix', 'Mantine', 'Tyranitar', 'Lugia', 'Mudkip', 'Marshtomp', 'Swampert', 'Aggron', 'Seviper', 'Armaldo', 'Kecleon', 'Spheal', 'Sealeo', 'Walrein', 'Salamence', 'Rayquaza', 'Garchomp', 'Skorupi', 'Drapion', 'Lickilicky', 'Rhyperior', 'Glaceon', 'Gliscor', 'Giratina', 'Arceus', 'Snivy', 'Servine', 'Serperior', 'Patrat', 'Watchog', 'Scolipede', 'Sandile', 'Krokorok', 'Krookodile', 'Archen', 'Archeops', 'Eelektrik', 'Eelektross', 'Axew', 'Fraxure', 'Haxorus', 'Stunfisk', 'Druddigon', 'Deino', 'Zweilous', 'Hydreigon', 'Clauncher', 'Clawitzer', 'Amaura', 'Aurorus', 'Popplio', 'Brionne', 'Primarina', 'Jangmo-o', 'Hakamo-o', 'Kommo-o']"
Arm Thrust,/attackdex-sm/armthrust.shtml,"['Heracross', 'Makuhita', 'Hariyama', 'Pignite', 'Emboar', 'Pancham', 'Pangoro']"
Aromatherapy,/attackdex-sm/aromatherapy.shtml,"['Vileplume', 'Paras', 'Parasect', 'Chikorita', 'Bayleef', 'Meganium', 'Roselia', 'Shaymin', 'Petilil', 'Deerling', 'Sawsbuck', 'Vivillon', 'Flabébé', 'Floette', 'Florges', 'Spritzee', 'Aromatisse', 'Swirlix', 'Slurpuff', 'Xerneas', 'Cutiefly', 'Ribombee', 'Steenee', 'Tsareena', 'Comfey', 'Tapu Lele', 'Clefairy', 'Clefable', 'Chansey', 'Cleffa', 'Hoppip', 'Skiploom', 'Jumpluff', 'Blissey', 'Illumise', 'Cherubi', 'Cherrim', 'Happiny', 'Fomantis', 'Lurantis']"
Aromatic Mist,/attackdex-sm/aromaticmist.shtml,"['Aromatisse', 'Bounsweet', 'Steenee', 'Tsareena', 'Tapu Lele', 'Popplio', 'Brionne', 'Primarina']"
Assist,/attackdex-sm/assist.shtml,"['Skitty', 'Glameow', 'Purugly', 'Purrloin', 'Liepard', 'Meowth', 'Persian', 'Drowzee', 'Hypno', 'Sentret', 'Furret', 'Sneasel', 'Spinda', 'Chimchar', 'Monferno', 'Infernape', 'Weavile', 'Espurr', 'Meowstic']"
Assurance,/attackdex-sm/assurance.shtml,"['Beedrill', 'Rattata', 'Raticate', 'Spearow', 'Fearow', 'Meowth', 'Persian', 'Mankey', 'Primeape', 'Koffing', 'Weezing', 'Umbreon', 'Murkrow', 'Girafarig', 'Donphan', 'Poochyena', 'Mightyena', 'Carvanha', 'Sharpedo', 'Cranidos', 'Rampardos', 'Weavile', 'Tepig', 'Pignite', 'Emboar', 'Purrloin', 'Liepard', 'Woobat', 'Swoobat', 'Sandile', 'Krokorok', 'Krookodile', 'Axew', 'Fraxure', 'Haxorus', 'Pawniard', 'Bisharp', 'Marshadow', 'Doduo', 'Dodrio', 'Grimer', 'Muk', 'Aerodactyl', 'Skarmory', 'Larvitar', 'Pupitar', 'Tyranitar', 'Seviper', 'Absol', 'Honchkrow', 'Glameow', 'Purugly', 'Oshawott', 'Dewott', 'Samurott', 'Patrat', 'Watchog', 'Cubchoo', 'Beartic', 'Deino', 'Zweilous', 'Hydreigon']"
Astonish,/attackdex-sm/astonish.shtml,"['Zubat', 'Golbat', 'Diglett', 'Dugtrio', 'Crobat', 'Aipom', 'Murkrow', 'Misdreavus', 'Girafarig', 'Stantler', 'Lotad', 'Lombre', 'Ludicolo', 'Whismur', 'Loudred', 'Exploud', 'Sableye', 'Mawile', 'Wailmer', 'Wailord', 'Swablu', 'Altaria', 'Lileep', 'Cradily', 'Kecleon', 'Duskull', 'Dusclops', 'Chimecho', 'Ambipom', 'Drifloon', 'Drifblim', 'Mismagius', 'Honchkrow', 'Chingling', 'Croagunk', 'Toxicroak', 'Dusknoir', 'Froslass', 'Rotom', 'Yamask', 'Cofagrigus', 'Vanillite', 'Vanillish', 'Vanilluxe', 'Foongus', 'Amoonguss', 'Litwick', 'Lampent', 'Golett', 'Golurk', 'Tornadus', 'Thundurus', 'Klefki', 'Phantump', 'Trevenant', 'Pumpkaboo', 'Gourgeist', 'Hoopa', 'Rowlet', 'Dartrix', 'Decidueye', 'Morelull', 'Shiinotic', 'Sandygast', 'Palossand', 'Mimikyu', 'Bruxish', 'Dhelmise', 'Tapu Lele', 'Blacephalon', 'Spearow', 'Fearow', 'Gastly', 'Haunter', 'Gengar', 'Dunsparce', 'Qwilfish', 'Poochyena', 'Mightyena', 'Shuppet', 'Banette', 'Starly', 'Staravia', 'Staraptor', 'Stunky', 'Skuntank', 'Pansage', 'Simisage', 'Pansear', 'Simisear', 'Panpour', 'Simipour', 'Solosis', 'Duosion', 'Reuniclus', 'Emolga', 'Elgyem', 'Beheeyem', 'Stunfisk', 'Deino', 'Zweilous', 'Hydreigon']"
Attack Order,/attackdex-sm/attackorder.shtml,['Vespiquen']
